draw_no,date,querystring,weekday,year,week_no,prize,number,prize_type
4212,2018-01-14,sppl=RHJhd051bWJlcj00MjEy,Sun,2018,02,starter2,1763,starter
4211,2018-01-13,sppl=RHJhd051bWJlcj00MjEx,Sat,2018,01,starter2,389,starter
4210,2018-01-10,sppl=RHJhd051bWJlcj00MjEw,Wed,2018,01,starter2,2472,starter
4209,2018-01-07,sppl=RHJhd051bWJlcj00MjA5,Sun,2018,01,starter2,3503,starter
4208,2018-01-06,sppl=RHJhd051bWJlcj00MjA4,Sat,2018,00,starter2,4345,starter
4207,2018-01-03,sppl=RHJhd051bWJlcj00MjA3,Wed,2018,00,starter2,3199,starter
4206,2017-12-31,sppl=RHJhd051bWJlcj00MjA2,Sun,2017,53,starter2,1264,starter
4205,2017-12-30,sppl=RHJhd051bWJlcj00MjA1,Sat,2017,52,starter2,2447,starter
4204,2017-12-27,sppl=RHJhd051bWJlcj00MjA0,Wed,2017,52,starter2,324,starter
4203,2017-12-24,sppl=RHJhd051bWJlcj00MjAz,Sun,2017,52,starter2,3243,starter
4202,2017-12-23,sppl=RHJhd051bWJlcj00MjAy,Sat,2017,51,starter2,2620,starter
4201,2017-12-20,sppl=RHJhd051bWJlcj00MjAx,Wed,2017,51,starter2,2097,starter
4200,2017-12-17,sppl=RHJhd051bWJlcj00MjAw,Sun,2017,51,starter2,2014,starter
4199,2017-12-16,sppl=RHJhd051bWJlcj00MTk5,Sat,2017,50,starter2,3051,starter
4198,2017-12-13,sppl=RHJhd051bWJlcj00MTk4,Wed,2017,50,starter2,2198,starter
4197,2017-12-10,sppl=RHJhd051bWJlcj00MTk3,Sun,2017,50,starter2,2726,starter
4196,2017-12-09,sppl=RHJhd051bWJlcj00MTk2,Sat,2017,49,starter2,5805,starter
4195,2017-12-06,sppl=RHJhd051bWJlcj00MTk1,Wed,2017,49,starter2,3463,starter
4194,2017-12-03,sppl=RHJhd051bWJlcj00MTk0,Sun,2017,49,starter2,5006,starter
4193,2017-12-02,sppl=RHJhd051bWJlcj00MTkz,Sat,2017,48,starter2,2286,starter
4192,2017-11-29,sppl=RHJhd051bWJlcj00MTky,Wed,2017,48,starter2,1391,starter
4191,2017-11-26,sppl=RHJhd051bWJlcj00MTkx,Sun,2017,48,starter2,2620,starter
4190,2017-11-25,sppl=RHJhd051bWJlcj00MTkw,Sat,2017,47,starter2,1636,starter
4189,2017-11-22,sppl=RHJhd051bWJlcj00MTg5,Wed,2017,47,starter2,3301,starter
4188,2017-11-19,sppl=RHJhd051bWJlcj00MTg4,Sun,2017,47,starter2,4101,starter
4187,2017-11-18,sppl=RHJhd051bWJlcj00MTg3,Sat,2017,46,starter2,716,starter
4186,2017-11-15,sppl=RHJhd051bWJlcj00MTg2,Wed,2017,46,starter2,3062,starter
4185,2017-11-12,sppl=RHJhd051bWJlcj00MTg1,Sun,2017,46,starter2,3516,starter
4184,2017-11-11,sppl=RHJhd051bWJlcj00MTg0,Sat,2017,45,starter2,3360,starter
4183,2017-11-08,sppl=RHJhd051bWJlcj00MTgz,Wed,2017,45,starter2,2048,starter
4182,2017-11-05,sppl=RHJhd051bWJlcj00MTgy,Sun,2017,45,starter2,885,starter
4181,2017-11-04,sppl=RHJhd051bWJlcj00MTgx,Sat,2017,44,starter2,1135,starter
4180,2017-11-01,sppl=RHJhd051bWJlcj00MTgw,Wed,2017,44,starter2,2776,starter
4179,2017-10-29,sppl=RHJhd051bWJlcj00MTc5,Sun,2017,44,starter2,1874,starter
4178,2017-10-28,sppl=RHJhd051bWJlcj00MTc4,Sat,2017,43,starter2,1997,starter
4177,2017-10-25,sppl=RHJhd051bWJlcj00MTc3,Wed,2017,43,starter2,3608,starter
4176,2017-10-22,sppl=RHJhd051bWJlcj00MTc2,Sun,2017,43,starter2,1653,starter
4175,2017-10-21,sppl=RHJhd051bWJlcj00MTc1,Sat,2017,42,starter2,2583,starter
4174,2017-10-18,sppl=RHJhd051bWJlcj00MTc0,Wed,2017,42,starter2,3669,starter
4173,2017-10-15,sppl=RHJhd051bWJlcj00MTcz,Sun,2017,42,starter2,3297,starter
4172,2017-10-14,sppl=RHJhd051bWJlcj00MTcy,Sat,2017,41,starter2,4541,starter
4171,2017-10-11,sppl=RHJhd051bWJlcj00MTcx,Wed,2017,41,starter2,2260,starter
4170,2017-10-08,sppl=RHJhd051bWJlcj00MTcw,Sun,2017,41,starter2,1861,starter
4169,2017-10-07,sppl=RHJhd051bWJlcj00MTY5,Sat,2017,40,starter2,678,starter
4168,2017-10-04,sppl=RHJhd051bWJlcj00MTY4,Wed,2017,40,starter2,4250,starter
4167,2017-10-01,sppl=RHJhd051bWJlcj00MTY3,Sun,2017,40,starter2,3139,starter
4166,2017-09-30,sppl=RHJhd051bWJlcj00MTY2,Sat,2017,39,starter2,1679,starter
4165,2017-09-27,sppl=RHJhd051bWJlcj00MTY1,Wed,2017,39,starter2,1516,starter
4164,2017-09-24,sppl=RHJhd051bWJlcj00MTY0,Sun,2017,39,starter2,873,starter
4163,2017-09-23,sppl=RHJhd051bWJlcj00MTYz,Sat,2017,38,starter2,2754,starter
4162,2017-09-20,sppl=RHJhd051bWJlcj00MTYy,Wed,2017,38,starter2,3824,starter
4161,2017-09-17,sppl=RHJhd051bWJlcj00MTYx,Sun,2017,38,starter2,4421,starter
4160,2017-09-16,sppl=RHJhd051bWJlcj00MTYw,Sat,2017,37,starter2,4690,starter
4159,2017-09-13,sppl=RHJhd051bWJlcj00MTU5,Wed,2017,37,starter2,2349,starter
4158,2017-09-10,sppl=RHJhd051bWJlcj00MTU4,Sun,2017,37,starter2,3201,starter
4157,2017-09-09,sppl=RHJhd051bWJlcj00MTU3,Sat,2017,36,starter2,957,starter
4156,2017-09-06,sppl=RHJhd051bWJlcj00MTU2,Wed,2017,36,starter2,3236,starter
4155,2017-09-03,sppl=RHJhd051bWJlcj00MTU1,Sun,2017,36,starter2,5634,starter
4154,2017-09-02,sppl=RHJhd051bWJlcj00MTU0,Sat,2017,35,starter2,2456,starter
4153,2017-08-30,sppl=RHJhd051bWJlcj00MTUz,Wed,2017,35,starter2,1878,starter
4152,2017-08-27,sppl=RHJhd051bWJlcj00MTUy,Sun,2017,35,starter2,6630,starter
4151,2017-08-26,sppl=RHJhd051bWJlcj00MTUx,Sat,2017,34,starter2,3905,starter
4150,2017-08-23,sppl=RHJhd051bWJlcj00MTUw,Wed,2017,34,starter2,2894,starter
4149,2017-08-20,sppl=RHJhd051bWJlcj00MTQ5,Sun,2017,34,starter2,649,starter
4148,2017-08-19,sppl=RHJhd051bWJlcj00MTQ4,Sat,2017,33,starter2,3110,starter
4147,2017-08-16,sppl=RHJhd051bWJlcj00MTQ3,Wed,2017,33,starter2,607,starter
4146,2017-08-13,sppl=RHJhd051bWJlcj00MTQ2,Sun,2017,33,starter2,1112,starter
4145,2017-08-12,sppl=RHJhd051bWJlcj00MTQ1,Sat,2017,32,starter2,2002,starter
4144,2017-08-09,sppl=RHJhd051bWJlcj00MTQ0,Wed,2017,32,starter2,1660,starter
4143,2017-08-06,sppl=RHJhd051bWJlcj00MTQz,Sun,2017,32,starter2,2055,starter
4142,2017-08-05,sppl=RHJhd051bWJlcj00MTQy,Sat,2017,31,starter2,1654,starter
4141,2017-08-02,sppl=RHJhd051bWJlcj00MTQx,Wed,2017,31,starter2,2728,starter
4140,2017-07-30,sppl=RHJhd051bWJlcj00MTQw,Sun,2017,31,starter2,3509,starter
4139,2017-07-29,sppl=RHJhd051bWJlcj00MTM5,Sat,2017,30,starter2,2271,starter
4138,2017-07-26,sppl=RHJhd051bWJlcj00MTM4,Wed,2017,30,starter2,5126,starter
4137,2017-07-23,sppl=RHJhd051bWJlcj00MTM3,Sun,2017,30,starter2,2645,starter
4136,2017-07-22,sppl=RHJhd051bWJlcj00MTM2,Sat,2017,29,starter2,2215,starter
4135,2017-07-19,sppl=RHJhd051bWJlcj00MTM1,Wed,2017,29,starter2,1774,starter
4134,2017-07-16,sppl=RHJhd051bWJlcj00MTM0,Sun,2017,29,starter2,1955,starter
4133,2017-07-15,sppl=RHJhd051bWJlcj00MTMz,Sat,2017,28,starter2,2549,starter
4132,2017-07-12,sppl=RHJhd051bWJlcj00MTMy,Wed,2017,28,starter2,2147,starter
4131,2017-07-09,sppl=RHJhd051bWJlcj00MTMx,Sun,2017,28,starter2,1694,starter
4130,2017-07-08,sppl=RHJhd051bWJlcj00MTMw,Sat,2017,27,starter2,3905,starter
4129,2017-07-05,sppl=RHJhd051bWJlcj00MTI5,Wed,2017,27,starter2,3215,starter
4128,2017-07-02,sppl=RHJhd051bWJlcj00MTI4,Sun,2017,27,starter2,3388,starter
4127,2017-07-01,sppl=RHJhd051bWJlcj00MTI3,Sat,2017,26,starter2,3485,starter
4126,2017-06-28,sppl=RHJhd051bWJlcj00MTI2,Wed,2017,26,starter2,1581,starter
4125,2017-06-25,sppl=RHJhd051bWJlcj00MTI1,Sun,2017,26,starter2,1135,starter
4124,2017-06-24,sppl=RHJhd051bWJlcj00MTI0,Sat,2017,25,starter2,2314,starter
4123,2017-06-21,sppl=RHJhd051bWJlcj00MTIz,Wed,2017,25,starter2,1365,starter
4122,2017-06-18,sppl=RHJhd051bWJlcj00MTIy,Sun,2017,25,starter2,2179,starter
4121,2017-06-17,sppl=RHJhd051bWJlcj00MTIx,Sat,2017,24,starter2,428,starter
4120,2017-06-14,sppl=RHJhd051bWJlcj00MTIw,Wed,2017,24,starter2,4971,starter
4119,2017-06-11,sppl=RHJhd051bWJlcj00MTE5,Sun,2017,24,starter2,996,starter
4118,2017-06-10,sppl=RHJhd051bWJlcj00MTE4,Sat,2017,23,starter2,4118,starter
4117,2017-06-07,sppl=RHJhd051bWJlcj00MTE3,Wed,2017,23,starter2,1406,starter
4116,2017-06-04,sppl=RHJhd051bWJlcj00MTE2,Sun,2017,23,starter2,1310,starter
4115,2017-06-03,sppl=RHJhd051bWJlcj00MTE1,Sat,2017,22,starter2,4100,starter
4114,2017-05-31,sppl=RHJhd051bWJlcj00MTE0,Wed,2017,22,starter2,2796,starter
4113,2017-05-28,sppl=RHJhd051bWJlcj00MTEz,Sun,2017,22,starter2,542,starter
4112,2017-05-27,sppl=RHJhd051bWJlcj00MTEy,Sat,2017,21,starter2,2734,starter
4111,2017-05-24,sppl=RHJhd051bWJlcj00MTEx,Wed,2017,21,starter2,1056,starter
4110,2017-05-21,sppl=RHJhd051bWJlcj00MTEw,Sun,2017,21,starter2,4554,starter
4109,2017-05-20,sppl=RHJhd051bWJlcj00MTA5,Sat,2017,20,starter2,3436,starter
4108,2017-05-17,sppl=RHJhd051bWJlcj00MTA4,Wed,2017,20,starter2,1157,starter
4107,2017-05-14,sppl=RHJhd051bWJlcj00MTA3,Sun,2017,20,starter2,1142,starter
4106,2017-05-13,sppl=RHJhd051bWJlcj00MTA2,Sat,2017,19,starter2,2338,starter
4105,2017-05-10,sppl=RHJhd051bWJlcj00MTA1,Wed,2017,19,starter2,699,starter
4104,2017-05-07,sppl=RHJhd051bWJlcj00MTA0,Sun,2017,19,starter2,985,starter
4103,2017-05-06,sppl=RHJhd051bWJlcj00MTAz,Sat,2017,18,starter2,2540,starter
4102,2017-05-03,sppl=RHJhd051bWJlcj00MTAy,Wed,2017,18,starter2,4912,starter
4101,2017-04-30,sppl=RHJhd051bWJlcj00MTAx,Sun,2017,18,starter2,2918,starter
4100,2017-04-29,sppl=RHJhd051bWJlcj00MTAw,Sat,2017,17,starter2,4449,starter
4099,2017-04-26,sppl=RHJhd051bWJlcj00MDk5,Wed,2017,17,starter2,3753,starter
4098,2017-04-23,sppl=RHJhd051bWJlcj00MDk4,Sun,2017,17,starter2,1159,starter
4097,2017-04-22,sppl=RHJhd051bWJlcj00MDk3,Sat,2017,16,starter2,2635,starter
4096,2017-04-19,sppl=RHJhd051bWJlcj00MDk2,Wed,2017,16,starter2,5383,starter
4095,2017-04-16,sppl=RHJhd051bWJlcj00MDk1,Sun,2017,16,starter2,2478,starter
4094,2017-04-15,sppl=RHJhd051bWJlcj00MDk0,Sat,2017,15,starter2,6675,starter
4093,2017-04-12,sppl=RHJhd051bWJlcj00MDkz,Wed,2017,15,starter2,5019,starter
4092,2017-04-09,sppl=RHJhd051bWJlcj00MDky,Sun,2017,15,starter2,5307,starter
4091,2017-04-08,sppl=RHJhd051bWJlcj00MDkx,Sat,2017,14,starter2,1496,starter
4090,2017-04-05,sppl=RHJhd051bWJlcj00MDkw,Wed,2017,14,starter2,2250,starter
4089,2017-04-02,sppl=RHJhd051bWJlcj00MDg5,Sun,2017,14,starter2,2414,starter
4088,2017-04-01,sppl=RHJhd051bWJlcj00MDg4,Sat,2017,13,starter2,2146,starter
4087,2017-03-29,sppl=RHJhd051bWJlcj00MDg3,Wed,2017,13,starter2,826,starter
4086,2017-03-26,sppl=RHJhd051bWJlcj00MDg2,Sun,2017,13,starter2,2565,starter
4085,2017-03-25,sppl=RHJhd051bWJlcj00MDg1,Sat,2017,12,starter2,4612,starter
4084,2017-03-22,sppl=RHJhd051bWJlcj00MDg0,Wed,2017,12,starter2,3348,starter
4083,2017-03-19,sppl=RHJhd051bWJlcj00MDgz,Sun,2017,12,starter2,1482,starter
4082,2017-03-18,sppl=RHJhd051bWJlcj00MDgy,Sat,2017,11,starter2,979,starter
4081,2017-03-15,sppl=RHJhd051bWJlcj00MDgx,Wed,2017,11,starter2,4138,starter
4080,2017-03-12,sppl=RHJhd051bWJlcj00MDgw,Sun,2017,11,starter2,2575,starter
4079,2017-03-11,sppl=RHJhd051bWJlcj00MDc5,Sat,2017,10,starter2,4242,starter
4078,2017-03-08,sppl=RHJhd051bWJlcj00MDc4,Wed,2017,10,starter2,1622,starter
4077,2017-03-05,sppl=RHJhd051bWJlcj00MDc3,Sun,2017,10,starter2,2962,starter
4076,2017-03-04,sppl=RHJhd051bWJlcj00MDc2,Sat,2017,09,starter2,5640,starter
4075,2017-03-01,sppl=RHJhd051bWJlcj00MDc1,Wed,2017,09,starter2,1817,starter
4074,2017-02-26,sppl=RHJhd051bWJlcj00MDc0,Sun,2017,09,starter2,4409,starter
4073,2017-02-25,sppl=RHJhd051bWJlcj00MDcz,Sat,2017,08,starter2,2242,starter
4072,2017-02-22,sppl=RHJhd051bWJlcj00MDcy,Wed,2017,08,starter2,4775,starter
4071,2017-02-19,sppl=RHJhd051bWJlcj00MDcx,Sun,2017,08,starter2,1929,starter
4070,2017-02-18,sppl=RHJhd051bWJlcj00MDcw,Sat,2017,07,starter2,3128,starter
4069,2017-02-15,sppl=RHJhd051bWJlcj00MDY5,Wed,2017,07,starter2,1282,starter
4068,2017-02-12,sppl=RHJhd051bWJlcj00MDY4,Sun,2017,07,starter2,2280,starter
4067,2017-02-11,sppl=RHJhd051bWJlcj00MDY3,Sat,2017,06,starter2,1441,starter
4066,2017-02-08,sppl=RHJhd051bWJlcj00MDY2,Wed,2017,06,starter2,2304,starter
4065,2017-02-05,sppl=RHJhd051bWJlcj00MDY1,Sun,2017,06,starter2,2289,starter
4064,2017-02-04,sppl=RHJhd051bWJlcj00MDY0,Sat,2017,05,starter2,3498,starter
4063,2017-02-01,sppl=RHJhd051bWJlcj00MDYz,Wed,2017,05,starter2,2928,starter
4062,2017-01-29,sppl=RHJhd051bWJlcj00MDYy,Sun,2017,05,starter2,749,starter
4061,2017-01-28,sppl=RHJhd051bWJlcj00MDYx,Sat,2017,04,starter2,2388,starter
4060,2017-01-25,sppl=RHJhd051bWJlcj00MDYw,Wed,2017,04,starter2,1037,starter
4059,2017-01-22,sppl=RHJhd051bWJlcj00MDU5,Sun,2017,04,starter2,2387,starter
4058,2017-01-21,sppl=RHJhd051bWJlcj00MDU4,Sat,2017,03,starter2,1290,starter
4057,2017-01-18,sppl=RHJhd051bWJlcj00MDU3,Wed,2017,03,starter2,2963,starter
4056,2017-01-15,sppl=RHJhd051bWJlcj00MDU2,Sun,2017,03,starter2,2312,starter
4055,2017-01-14,sppl=RHJhd051bWJlcj00MDU1,Sat,2017,02,starter2,3392,starter
4054,2017-01-11,sppl=RHJhd051bWJlcj00MDU0,Wed,2017,02,starter2,2999,starter
4053,2017-01-08,sppl=RHJhd051bWJlcj00MDUz,Sun,2017,02,starter2,5382,starter
4052,2017-01-07,sppl=RHJhd051bWJlcj00MDUy,Sat,2017,01,starter2,2963,starter
4051,2017-01-04,sppl=RHJhd051bWJlcj00MDUx,Wed,2017,01,starter2,1728,starter
4050,2017-01-01,sppl=RHJhd051bWJlcj00MDUw,Sun,2017,01,starter2,2354,starter
4049,2016-12-31,sppl=RHJhd051bWJlcj00MDQ5,Sat,2016,52,starter2,2547,starter
4048,2016-12-28,sppl=RHJhd051bWJlcj00MDQ4,Wed,2016,52,starter2,4795,starter
4047,2016-12-25,sppl=RHJhd051bWJlcj00MDQ3,Sun,2016,52,starter2,2558,starter
4046,2016-12-24,sppl=RHJhd051bWJlcj00MDQ2,Sat,2016,51,starter2,2097,starter
4045,2016-12-21,sppl=RHJhd051bWJlcj00MDQ1,Wed,2016,51,starter2,2049,starter
4044,2016-12-18,sppl=RHJhd051bWJlcj00MDQ0,Sun,2016,51,starter2,1029,starter
4043,2016-12-17,sppl=RHJhd051bWJlcj00MDQz,Sat,2016,50,starter2,297,starter
4042,2016-12-14,sppl=RHJhd051bWJlcj00MDQy,Wed,2016,50,starter2,2254,starter
4041,2016-12-11,sppl=RHJhd051bWJlcj00MDQx,Sun,2016,50,starter2,5449,starter
4040,2016-12-10,sppl=RHJhd051bWJlcj00MDQw,Sat,2016,49,starter2,5731,starter
4039,2016-12-07,sppl=RHJhd051bWJlcj00MDM5,Wed,2016,49,starter2,1181,starter
4038,2016-12-04,sppl=RHJhd051bWJlcj00MDM4,Sun,2016,49,starter2,2283,starter
4037,2016-12-03,sppl=RHJhd051bWJlcj00MDM3,Sat,2016,48,starter2,2607,starter
4036,2016-11-30,sppl=RHJhd051bWJlcj00MDM2,Wed,2016,48,starter2,739,starter
4035,2016-11-27,sppl=RHJhd051bWJlcj00MDM1,Sun,2016,48,starter2,1487,starter
4034,2016-11-26,sppl=RHJhd051bWJlcj00MDM0,Sat,2016,47,starter2,1972,starter
4033,2016-11-23,sppl=RHJhd051bWJlcj00MDMz,Wed,2016,47,starter2,1461,starter
4032,2016-11-20,sppl=RHJhd051bWJlcj00MDMy,Sun,2016,47,starter2,3259,starter
4031,2016-11-19,sppl=RHJhd051bWJlcj00MDMx,Sat,2016,46,starter2,2075,starter
4030,2016-11-16,sppl=RHJhd051bWJlcj00MDMw,Wed,2016,46,starter2,2052,starter
4029,2016-11-13,sppl=RHJhd051bWJlcj00MDI5,Sun,2016,46,starter2,1114,starter
4028,2016-11-12,sppl=RHJhd051bWJlcj00MDI4,Sat,2016,45,starter2,1092,starter
4027,2016-11-09,sppl=RHJhd051bWJlcj00MDI3,Wed,2016,45,starter2,1841,starter
4026,2016-11-06,sppl=RHJhd051bWJlcj00MDI2,Sun,2016,45,starter2,2133,starter
4025,2016-11-05,sppl=RHJhd051bWJlcj00MDI1,Sat,2016,44,starter2,1579,starter
4024,2016-11-02,sppl=RHJhd051bWJlcj00MDI0,Wed,2016,44,starter2,4617,starter
4023,2016-10-30,sppl=RHJhd051bWJlcj00MDIz,Sun,2016,44,starter2,3198,starter
4022,2016-10-29,sppl=RHJhd051bWJlcj00MDIy,Sat,2016,43,starter2,2837,starter
4021,2016-10-26,sppl=RHJhd051bWJlcj00MDIx,Wed,2016,43,starter2,1329,starter
4020,2016-10-23,sppl=RHJhd051bWJlcj00MDIw,Sun,2016,43,starter2,2190,starter
4019,2016-10-22,sppl=RHJhd051bWJlcj00MDE5,Sat,2016,42,starter2,2170,starter
4018,2016-10-19,sppl=RHJhd051bWJlcj00MDE4,Wed,2016,42,starter2,4595,starter
4017,2016-10-16,sppl=RHJhd051bWJlcj00MDE3,Sun,2016,42,starter2,1237,starter
4016,2016-10-15,sppl=RHJhd051bWJlcj00MDE2,Sat,2016,41,starter2,3593,starter
4015,2016-10-12,sppl=RHJhd051bWJlcj00MDE1,Wed,2016,41,starter2,2068,starter
4014,2016-10-09,sppl=RHJhd051bWJlcj00MDE0,Sun,2016,41,starter2,556,starter
4013,2016-10-08,sppl=RHJhd051bWJlcj00MDEz,Sat,2016,40,starter2,1525,starter
4012,2016-10-05,sppl=RHJhd051bWJlcj00MDEy,Wed,2016,40,starter2,1695,starter
4011,2016-10-02,sppl=RHJhd051bWJlcj00MDEx,Sun,2016,40,starter2,2389,starter
4010,2016-10-01,sppl=RHJhd051bWJlcj00MDEw,Sat,2016,39,starter2,955,starter
4009,2016-09-28,sppl=RHJhd051bWJlcj00MDA5,Wed,2016,39,starter2,6315,starter
4008,2016-09-25,sppl=RHJhd051bWJlcj00MDA4,Sun,2016,39,starter2,2725,starter
4007,2016-09-24,sppl=RHJhd051bWJlcj00MDA3,Sat,2016,38,starter2,3557,starter
4006,2016-09-21,sppl=RHJhd051bWJlcj00MDA2,Wed,2016,38,starter2,3529,starter
4005,2016-09-18,sppl=RHJhd051bWJlcj00MDA1,Sun,2016,38,starter2,3831,starter
4004,2016-09-17,sppl=RHJhd051bWJlcj00MDA0,Sat,2016,37,starter2,4441,starter
4003,2016-09-14,sppl=RHJhd051bWJlcj00MDAz,Wed,2016,37,starter2,2588,starter
4002,2016-09-11,sppl=RHJhd051bWJlcj00MDAy,Sun,2016,37,starter2,1296,starter
4001,2016-09-10,sppl=RHJhd051bWJlcj00MDAx,Sat,2016,36,starter2,3938,starter
4000,2016-09-07,sppl=RHJhd051bWJlcj00MDAw,Wed,2016,36,starter2,4415,starter
3999,2016-09-04,sppl=RHJhd051bWJlcj0zOTk5,Sun,2016,36,starter2,2442,starter
3998,2016-09-03,sppl=RHJhd051bWJlcj0zOTk4,Sat,2016,35,starter2,2883,starter
3997,2016-08-31,sppl=RHJhd051bWJlcj0zOTk3,Wed,2016,35,starter2,4411,starter
3996,2016-08-28,sppl=RHJhd051bWJlcj0zOTk2,Sun,2016,35,starter2,2796,starter
3995,2016-08-27,sppl=RHJhd051bWJlcj0zOTk1,Sat,2016,34,starter2,964,starter
3994,2016-08-24,sppl=RHJhd051bWJlcj0zOTk0,Wed,2016,34,starter2,1614,starter
3993,2016-08-21,sppl=RHJhd051bWJlcj0zOTkz,Sun,2016,34,starter2,5490,starter
3992,2016-08-20,sppl=RHJhd051bWJlcj0zOTky,Sat,2016,33,starter2,2421,starter
3991,2016-08-17,sppl=RHJhd051bWJlcj0zOTkx,Wed,2016,33,starter2,3550,starter
3990,2016-08-14,sppl=RHJhd051bWJlcj0zOTkw,Sun,2016,33,starter2,696,starter
3989,2016-08-13,sppl=RHJhd051bWJlcj0zOTg5,Sat,2016,32,starter2,1854,starter
3988,2016-08-10,sppl=RHJhd051bWJlcj0zOTg4,Wed,2016,32,starter2,4481,starter
3987,2016-08-07,sppl=RHJhd051bWJlcj0zOTg3,Sun,2016,32,starter2,1493,starter
3986,2016-08-06,sppl=RHJhd051bWJlcj0zOTg2,Sat,2016,31,starter2,2405,starter
3985,2016-08-03,sppl=RHJhd051bWJlcj0zOTg1,Wed,2016,31,starter2,3448,starter
3984,2016-07-31,sppl=RHJhd051bWJlcj0zOTg0,Sun,2016,31,starter2,3492,starter
3983,2016-07-30,sppl=RHJhd051bWJlcj0zOTgz,Sat,2016,30,starter2,4715,starter
3982,2016-07-27,sppl=RHJhd051bWJlcj0zOTgy,Wed,2016,30,starter2,4463,starter
3981,2016-07-24,sppl=RHJhd051bWJlcj0zOTgx,Sun,2016,30,starter2,6561,starter
3980,2016-07-23,sppl=RHJhd051bWJlcj0zOTgw,Sat,2016,29,starter2,3473,starter
3979,2016-07-20,sppl=RHJhd051bWJlcj0zOTc5,Wed,2016,29,starter2,2746,starter
3978,2016-07-17,sppl=RHJhd051bWJlcj0zOTc4,Sun,2016,29,starter2,3886,starter
3977,2016-07-16,sppl=RHJhd051bWJlcj0zOTc3,Sat,2016,28,starter2,3143,starter
3976,2016-07-13,sppl=RHJhd051bWJlcj0zOTc2,Wed,2016,28,starter2,3501,starter
3975,2016-07-10,sppl=RHJhd051bWJlcj0zOTc1,Sun,2016,28,starter2,1741,starter
3974,2016-07-09,sppl=RHJhd051bWJlcj0zOTc0,Sat,2016,27,starter2,2409,starter
3973,2016-07-06,sppl=RHJhd051bWJlcj0zOTcz,Wed,2016,27,starter2,3614,starter
3972,2016-07-03,sppl=RHJhd051bWJlcj0zOTcy,Sun,2016,27,starter2,2616,starter
3971,2016-07-02,sppl=RHJhd051bWJlcj0zOTcx,Sat,2016,26,starter2,4327,starter
3970,2016-06-29,sppl=RHJhd051bWJlcj0zOTcw,Wed,2016,26,starter2,2166,starter
3969,2016-06-26,sppl=RHJhd051bWJlcj0zOTY5,Sun,2016,26,starter2,1418,starter
3968,2016-06-25,sppl=RHJhd051bWJlcj0zOTY4,Sat,2016,25,starter2,3315,starter
3967,2016-06-22,sppl=RHJhd051bWJlcj0zOTY3,Wed,2016,25,starter2,3738,starter
3966,2016-06-19,sppl=RHJhd051bWJlcj0zOTY2,Sun,2016,25,starter2,4233,starter
3965,2016-06-18,sppl=RHJhd051bWJlcj0zOTY1,Sat,2016,24,starter2,1989,starter
3964,2016-06-15,sppl=RHJhd051bWJlcj0zOTY0,Wed,2016,24,starter2,1384,starter
3963,2016-06-12,sppl=RHJhd051bWJlcj0zOTYz,Sun,2016,24,starter2,1766,starter
3962,2016-06-11,sppl=RHJhd051bWJlcj0zOTYy,Sat,2016,23,starter2,1652,starter
3961,2016-06-08,sppl=RHJhd051bWJlcj0zOTYx,Wed,2016,23,starter2,788,starter
3960,2016-06-05,sppl=RHJhd051bWJlcj0zOTYw,Sun,2016,23,starter2,1977,starter
3959,2016-06-04,sppl=RHJhd051bWJlcj0zOTU5,Sat,2016,22,starter2,1250,starter
3958,2016-06-01,sppl=RHJhd051bWJlcj0zOTU4,Wed,2016,22,starter2,1531,starter
3957,2016-05-29,sppl=RHJhd051bWJlcj0zOTU3,Sun,2016,22,starter2,5452,starter
3956,2016-05-28,sppl=RHJhd051bWJlcj0zOTU2,Sat,2016,21,starter2,3251,starter
3955,2016-05-25,sppl=RHJhd051bWJlcj0zOTU1,Wed,2016,21,starter2,1504,starter
3954,2016-05-22,sppl=RHJhd051bWJlcj0zOTU0,Sun,2016,21,starter2,5076,starter
3953,2016-05-21,sppl=RHJhd051bWJlcj0zOTUz,Sat,2016,20,starter2,1066,starter
3952,2016-05-18,sppl=RHJhd051bWJlcj0zOTUy,Wed,2016,20,starter2,2350,starter
3951,2016-05-15,sppl=RHJhd051bWJlcj0zOTUx,Sun,2016,20,starter2,2944,starter
3950,2016-05-14,sppl=RHJhd051bWJlcj0zOTUw,Sat,2016,19,starter2,301,starter
3949,2016-05-11,sppl=RHJhd051bWJlcj0zOTQ5,Wed,2016,19,starter2,812,starter
3948,2016-05-08,sppl=RHJhd051bWJlcj0zOTQ4,Sun,2016,19,starter2,3312,starter
3947,2016-05-07,sppl=RHJhd051bWJlcj0zOTQ3,Sat,2016,18,starter2,2870,starter
3946,2016-05-04,sppl=RHJhd051bWJlcj0zOTQ2,Wed,2016,18,starter2,2024,starter
3945,2016-05-01,sppl=RHJhd051bWJlcj0zOTQ1,Sun,2016,18,starter2,3539,starter
3944,2016-04-30,sppl=RHJhd051bWJlcj0zOTQ0,Sat,2016,17,starter2,2836,starter
3943,2016-04-27,sppl=RHJhd051bWJlcj0zOTQz,Wed,2016,17,starter2,1836,starter
3942,2016-04-24,sppl=RHJhd051bWJlcj0zOTQy,Sun,2016,17,starter2,822,starter
3941,2016-04-23,sppl=RHJhd051bWJlcj0zOTQx,Sat,2016,16,starter2,1574,starter
